Brand,MPN,URL,Name,Price,Stock
威联通（QNAP）,10608386416,https://item.jd.com/10608386416.html,威联通（QNAP）TS-451+  NAS网络存储器 赛扬2.0G四核CPU 8G内存 12TB NAS红盘3T*4,8276.00,1
威联通（QNAP）,10686868182,https://item.jd.com/10686868182.html,威联通（QNAP）TS-431P  1.4GHz CPU 双千兆网口 四盘位企业级 16T 4x4TB服务器红盘,7999.00,1
威联通（QNAP）,10608386411,https://item.jd.com/10608386411.html,威联通（QNAP）TS-451+  NAS网络存储器 赛扬2.0G四核CPU 2G内存 12TB NAS红盘3T*4,7976.00,1
威联通（QNAP）,10608467076,https://item.jd.com/10608467076.html,QNAP威联通UX-800P UX系列储存8盘位扩充设备251 451 651机型兼容 16TB NAS红盘2T*8,10271.00,1
威联通（QNAP）,10608386413,https://item.jd.com/10608386413.html,威联通（QNAP）TS-451+  NAS网络存储器 赛扬2.0G四核CPU 2G内存 24TB NAS红盘6T*4,12456.00,1
威联通（QNAP）,10608094147,https://item.jd.com/10608094147.html,威联通（QNAP）TS-531P 2G 内存 5盘位NAS网络存储器 1.4G四核 四千兆 20TB NAS红盘4T*5,10630.00,1
威联通（QNAP）,10624664211,https://item.jd.com/10624664211.html,威联通（QNAP）TS-1253U 企业NAS专盘 含导轨 12盘位 单电源SP 48TB NAS红盘4T*12,34348.00,1
威联通（QNAP）,10608094145,https://item.jd.com/10608094145.html,威联通（QNAP）TS-531P 2G 内存 5盘位NAS网络存储器 1.4G四核 四千兆 10TB NAS红盘2T*5,7530.00,1
威联通（QNAP）,10612078299,https://item.jd.com/10612078299.html,威联通QNAP TAS-268play版 NAS存储器家庭私有云 个人云 12T 内置2块6TB 西数红盘,5999.00,1
威联通（QNAP）,10608094148,https://item.jd.com/10608094148.html,威联通（QNAP）TS-531P 2G 内存 5盘位NAS网络存储器 1.4G四核 四千兆 30TB NAS红盘6T*5,14580.00,1
威联通（QNAP）,10623767760,https://item.jd.com/10623767760.html,威联通（QNAP）TS-451+ NAS网络存储器 赛扬2.0G四核CPU 8G内存 16T 4x4TB红盘,9139.00,1
威联通（QNAP）,10687217303,https://item.jd.com/10687217303.html,QNAP威联通UX-800P UX系列储存8盘位扩充设备251 451 651机型兼容 64TB 8x8TB红盘,25899.00,1
威联通（QNAP）,10601190757,https://item.jd.com/10601190757.html,威联通（QNAP）TS-251+ 2G内存 NAS网络存储器 赛扬2.0G四核CPU 黑色 8TB红盘 NAS红盘4T*2,5800.00,1
威联通（QNAP）,10624664210,https://item.jd.com/10624664210.html,威联通（QNAP）TS-1253U 企业NAS专盘 含导轨 12盘位 单电源SP 36TB NAS红盘3T*12,30388.00,1
威联通（QNAP）,10624664209,https://item.jd.com/10624664209.html,威联通（QNAP）TS-1253U 企业NAS专盘 含导轨 12盘位 单电源SP 24TB NAS红盘2T*12,26908.00,1
威联通（QNAP）,10623767754,https://item.jd.com/10623767754.html,威联通（QNAP）TS-451+ NAS网络存储器 赛扬2.0G四核CPU 2G内存 32T 4x8TB红盘,14579.00,1
威联通（QNAP）,10687210397,https://item.jd.com/10687210397.html,QNAP威联通UX-800P UX系列储存8盘位扩充设备251 451 651机型兼容 8TB  2x4TB红盘,7699.00,1
威联通（QNAP）,11165993838,https://item.jd.com/11165993838.html,威联通（QNAP）TS-431系列  双核浮点运算 1.4GHz CPU 双千兆网口 431P 16TB  NAS红盘4T*4,7515.00,1
威联通（QNAP）,10687210400,https://item.jd.com/10687210400.html,QNAP威联通UX-800P UX系列储存8盘位扩充设备251 451 651机型兼容 24TB 8x3TB红盘,12390.00,1
威联通（QNAP）,10627161288,https://item.jd.com/10627161288.html,威联通QNAP TS-253A 2盘位高性能 网络存储器NAS 4G内存 黑色 0TB 不含盘,4280.00,1
威联通（QNAP）,10687217302,https://item.jd.com/10687217302.html,QNAP威联通UX-800P UX系列储存8盘位扩充设备251 451 651机型兼容 48TB 8x6TB红盘,21999.00,1
威联通（QNAP）,10687217301,https://item.jd.com/10687217301.html,QNAP威联通UX-800P UX系列储存8盘位扩充设备251 451 651机型兼容 32TB 8x4TB红盘,14999.00,1
威联通（QNAP）,11165993833,https://item.jd.com/11165993833.html,威联通（QNAP）TS-431系列  双核浮点运算 1.4GHz CPU 双千兆网口 431P 24TB  NAS红盘6T*4,10675.00,1
威联通（QNAP）,10620370412,https://item.jd.com/10620370412.html,威联通QNAP TS-253A 2盘位 网络存储器NAS TS-253A 4G 16T 2x8TB红盘,9479.00,1
威联通（QNAP）,10612078297,https://item.jd.com/10612078297.html,威联通QNAP TAS-268play版 NAS存储器家庭私有云 个人云 6T 内置2块3TB西数红盘,4199.00,1
威联通（QNAP）,10627076519,https://item.jd.com/10627076519.html,威联通（QNAP）TS-451 赛扬双核浮点运算2.41GHz CPU 4G内存 8TB NAS红盘2T*4,6524.00,1
威联通（QNAP）,10623767758,https://item.jd.com/10623767758.html,威联通（QNAP）TS-451+ NAS网络存储器 赛扬2.0G四核CPU 8G内存 8TB  4x2T红盘,7379.00,1
威联通（QNAP）,10623767764,https://item.jd.com/10623767764.html,威联通（QNAP）TS-451+ NAS网络存储器 赛扬2.0G四核CPU 8G内存 12T 2x6TB红盘,8819.00,1
威联通（QNAP）,10623767761,https://item.jd.com/10623767761.html,威联通（QNAP）TS-451+ NAS网络存储器 赛扬2.0G四核CPU 8G内存 24T 4x6TB红盘,12859.00,1
威联通（QNAP）,10627161292,https://item.jd.com/10627161292.html,威联通QNAP TS-253A 2盘位高性能 网络存储器NAS 4G内存 黑色 12TB NAS红盘6T*2,8418.00,1
威联通（QNAP）,10623767765,https://item.jd.com/10623767765.html,威联通（QNAP）TS-451+ NAS网络存储器 赛扬2.0G四核CPU 8G内存 0T 空槽,4780.00,1
威联通（QNAP）,10620370408,https://item.jd.com/10620370408.html,威联通QNAP TS-253A 2盘位 网络存储器NAS TS-253A 4G 4TB 2X2TB红盘,5580.00,1
威联通（QNAP）,10623767763,https://item.jd.com/10623767763.html,威联通（QNAP）TS-451+ NAS网络存储器 赛扬2.0G四核CPU 8G内存 8TB  2x4TB红盘,6359.00,1
威联通（QNAP）,10620370411,https://item.jd.com/10620370411.html,威联通QNAP TS-253A 2盘位 网络存储器NAS TS-253A 4G 12T 2x6TB红盘,8319.00,1
威联通（QNAP）,11165993828,https://item.jd.com/11165993828.html,威联通（QNAP）TS-431系列  双核浮点运算 1.4GHz CPU 双千兆网口 431P 12TB  NAS红盘3T*4,6195.00,1
